Date,Title,Artist
2022-03-26,Started From,Lil Durk
2022-03-26,Headtaps,Lil Durk
2022-03-26,Smoking & Thinking,Lil Durk
2022-03-26,Grow Up/Keep It On Speaker,Lil Durk
2022-03-26,Blocklist,Lil Durk
2022-03-26,Difference Is,Lil Durk Featuring Summer Walker
2022-03-26,Federal Nightmares,Lil Durk
2022-03-26,Bones,Imagine Dragons
2022-04-02,Blick Blick!,Coi Leray & Nicki Minaj
2022-04-02,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red)
2022-04-02,Sometimes,Juice WRLD
2022-04-02,Computer Murderers,Lil Durk
2022-04-02,Ghost Story,Carrie Underwood
2022-04-02,Tom's Diner,AnnenMayKantereit & Giant Rooks
2022-04-02,Maybe,Machine Gun Kelly & Bring Me The Horizon
2022-04-02,Over,Lucky Daye
2022-04-02,Money So Big,Yeat
2022-04-02,She Likes It,Russell Dickerson & Jake Scott
2022-04-02,IDGAF,BoyWithUke X blackbear
2022-04-09,Soy El Unico,Yahritza y Su Esencia
2022-04-09,We Go Up,Nicki Minaj & Fivio Foreign
2022-04-09,Make Up Sex,Machine Gun Kelly X blackbear
2022-04-09,X Ultima Vez,Daddy Yankee & Bad Bunny
2022-04-09,Envolver,Anitta
2022-04-09,Chaotic,Tate McRae
2022-04-09,Sigue,J Balvin & Ed Sheeran
2022-04-16,As It Was,Harry Styles
2022-04-16,In My Head,Lil Tjay
2022-04-16,When You're Gone,Shawn Mendes
2022-04-16,Stick,JID & J. Cole Featuring Kenny Mason & Sheck Wes
2022-04-16,Damn Strait,Scotty McCreery
2022-04-16,Take My Name,Parmalee
2022-04-16,Complete Mess,5 Seconds Of Summer
2022-04-16,4KT Baby,YoungBoy Never Broke Again
2022-04-16,Blood All On It,Gucci Mane Featuring Key Glock & Young Dolph
2022-04-16,Desesperados,Rauw Alejandro & Chencho Corleone
2022-04-23,First Class,Jack Harlow
2022-04-23,Right On,Lil Baby
2022-04-23,In A Minute,Lil Baby
2022-04-23,London,BIA Featuring J. Cole
2022-04-23,Psychofreak,Camila Cabello Featuring WILLOW
2022-04-23,Thump Shit,42 Dugg & EST Gee
2022-04-23,Treat Me,Chloe
2022-04-23,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams
2022-04-23,Praise The Lord,BRELAND Featuring Thomas Rhett
2022-04-30,Don't Think Jesus,Morgan Wallen
2022-04-30,About Damn Time,Lizzo
2022-04-30,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300"
2022-04-30,Flowers,Lauren Spencer Smith
2022-04-30,GINE,6ix9ine
2022-04-30,Leave You Alone,Kane Brown
2022-04-30,Fall In Love,Bailey Zimmerman
2022-05-07,Thousand Miles,The Kid LAROI
2022-05-07,Plan B,Megan Thee Stallion
2022-05-07,Provenza,Karol G
2022-05-07,2step,Ed Sheeran Featuring Lil Baby
2022-05-07,Something In The Orange,Zach Bryan
2022-05-07,Hold That Heat,"Southside, Travis Scott & Future"
2022-05-07,Scrape It Off,Pusha T Featuring Lil Uzi Vert & Don Toliver
2022-05-07,Tomorrow Me,Luke Combs
2022-05-07,Rock N Roll,Pusha T Featuring Kanye West & Kid Cudi
2022-05-07,Dreamin Of The Past,Pusha T Featuring Kanye West
2022-05-07,Brambleton,Pusha T
2022-05-14,Wait For U,Future Featuring Drake & Tems
2022-05-14,Puffin On Zootiez,Future
2022-05-14,712PM,Future
2022-05-14,I'm Dat N***a,Future
2022-05-14,I'm On One,Future Featuring Drake
2022-05-14,Love You Better,Future
2022-05-14,Keep It Burnin,Future Featuring Kanye West
2022-05-14,Massaging Me,Future
2022-05-14,For A Nut,Future Featuring Gunna & Young Thug
2022-05-14,Chickens,Future Featuring EST Gee
2022-05-14,Gold Stacks,Future
2022-05-14,Voodoo,Future Featuring Kodak Black
2022-05-14,Honest,Justin Bieber & Don Toliver
2022-05-14,We Jus Wanna Get High,Future
2022-05-14,Holy Ghost,Future
2022-05-14,Frozen,Lil Baby
2022-05-14,Back To The Basics,Future
2022-05-14,The Way Things Going,Future
2022-05-14,That That,PSY Featuring SUGA
2022-05-14,In The Stars,Benson Boone
2022-05-14,Love Me More,Sam Smith
2022-05-21,Moscow Mule,Bad Bunny
2022-05-21,Titi Me Pregunto,Bad Bunny
2022-05-21,Despues de La Playa,Bad Bunny
2022-05-21,Me Porto Bonito,Bad Bunny & Chencho Corleone
2022-05-21,Thought You Should Know,Morgan Wallen
2022-05-21,Party,Bad Bunny & Rauw Alejandro
2022-05-21,The Heart Part 5,Kendrick Lamar
2022-05-21,Un Ratito,Bad Bunny
2022-05-21,Tarot,Bad Bunny & Jhay Cortez
2022-05-21,Dua Lipa,Jack Harlow
2022-05-21,Yo No Soy Celoso,Bad Bunny
2022-05-21,Churchill Downs,Jack Harlow Featuring Drake
2022-05-21,Ojitos Lindos,Bad Bunny & Bomba Estereo
2022-05-21,Neverita,Bad Bunny
2022-05-21,La Corriente,Bad Bunny & Tony Dize
2022-05-21,Efecto,Bad Bunny
2022-05-21,Aguacero,Bad Bunny
2022-05-21,Dos Mil 16,Bad Bunny
2022-05-21,Otro Atardecer,Bad Bunny & The Marias
2022-05-21,This Love (Taylor's Version),Taylor Swift
2022-05-21,Andrea,Bad Bunny & Buscabulla
2022-05-21,El Apagon,Bad Bunny
2022-05-21,Un Verano Sin Ti,Bad Bunny
2022-05-21,Un Coco,Bad Bunny
2022-05-21,Me Fui de Vacaciones,Bad Bunny
2022-05-21,Ensename A Bailar,Bad Bunny
2022-05-21,Agosto,Bad Bunny
2022-05-21,Hold My Hand,Lady Gaga
2022-05-21,Whiskey On You,Nate Smith
2022-05-21,I'd Do Anything To Make You Smile,Jack Harlow
2022-05-21,Young Harleezy,Jack Harlow
2022-05-21,Poison,Jack Harlow Featuring Lil Wayne
2022-05-28,N95,Kendrick Lamar
2022-05-28,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-05-28,You Proof,Morgan Wallen
2022-05-28,Silent Hill,Kendrick Lamar & Kodak Black
2022-05-28,United In Grief,Kendrick Lamar
2022-05-28,Father Time,Kendrick Lamar Featuring Sampha
2022-05-28,Rich Spirit,Kendrick Lamar
2022-05-28,We Cry Together,Kendrick Lamar & Taylour Paige
2022-05-28,Worldwide Steppers,Kendrick Lamar
2022-05-28,Count Me Out,Kendrick Lamar
2022-05-28,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah"
2022-05-28,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew"
2022-05-28,Cooped Up,Post Malone Featuring Roddy Ricch
2022-05-28,Rich (Interlude),Kendrick Lamar
2022-05-28,Mr. Morale,Kendrick Lamar & Tanna Leone
2022-05-28,Crown,Kendrick Lamar
2022-05-28,Auntie Diaries,Kendrick Lamar
2022-05-28,Savior (Interlude),Kendrick Lamar
2022-05-28,Mirror,Kendrick Lamar
2022-05-28,Mother I Sober,Kendrick Lamar Featuring Beth Gibbons
2022-06-04,Late Night Talking,Harry Styles
2022-06-04,Music For A Sushi Restaurant,Harry Styles
2022-06-04,Matilda,Harry Styles
2022-06-04,Daylight,Harry Styles
2022-06-04,Little Freak,Harry Styles
2022-06-04,Grapejuice,Harry Styles
2022-06-04,Satellite,Harry Styles
2022-06-04,Cinema,Harry Styles
2022-06-04,Daydreaming,Harry Styles
2022-06-04,Keep Driving,Harry Styles
2022-06-04,Love Of My Life,Harry Styles
2022-06-04,Boyfriends,Harry Styles
2022-06-04,Hotel Lobby (Unc And Phew),Quavo & Takeoff
2022-06-04,Like I Love Country Music,Kane Brown
2022-06-04,DFMU,Ella Mai
2022-06-11,Running Up That Hill (A Deal With God),Kate Bush
2022-06-11,True Love,Kanye West & XXXTENTACION
2022-06-11,Sleazy Flow,SleazyWorld Go Featuring Lil Baby
2022-06-11,See Wat I'm Sayin,Moneybagg Yo
2022-06-11,Die Young,Sleepy Hallow Featuring 347aidan
2022-06-11,Potion,"Calvin Harris, Dua Lipa & Young Thug"
2022-06-11,She Had Me At Heads Carolina,Cole Swindell
2022-06-11,Sunroof,Nicky Youre & dazy
2022-06-11,F.N.F. (Let's Go),Hitkidd & GloRilla
2022-06-11,Wild Hearts,Keith Urban
2022-06-11,Last Night Lonely,Jon Pardi
2022-06-11,7500 OBO,Tim McGraw
2022-06-11,Until I Found You,Stephen Sanchez
2022-06-18,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-06-18,Distraction,Polo G
2022-06-18,I Cannot Be (A Sadder Song),Post Malone Featuring Gunna
2022-06-18,Wrapped Around Your Finger,Post Malone
2022-06-18,Lemon Tree,Post Malone
2022-06-18,Reputation,Post Malone
2022-06-18,Wasting Angels,Post Malone Featuring The Kid LAROI
2022-06-18,Insane,Post Malone
2022-06-18,Love/Hate Letter To Alcohol,Post Malone Featuring Fleet Foxes
2022-06-18,Vegas,Doja Cat
2022-06-18,Te Felicito,Shakira & Rauw Alejandro
2022-06-18,When I'm Alone,Post Malone
2022-06-18,Euthanasia,Post Malone
2022-06-25,Glimpse Of Us,Joji
2022-06-25,Yet To Come,BTS
2022-06-25,Rock And A Hard Place,Bailey Zimmerman
2022-06-25,Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator"
2022-06-25,So Good,Halsey
2022-06-25,Run BTS,BTS
2022-06-25,I Ain't Worried,OneRepublic
2022-06-25,5 Foot 9,Tyler Hubbard
2022-06-25,New Truck,Dylan Scott
2022-07-02,Jimmy Cooks,Drake Featuring 21 Savage
2022-07-02,Sticky,Drake
2022-07-02,Falling Back,Drake
2022-07-02,Texts Go Green,Drake
2022-07-02,Massive,Drake
2022-07-02,Break My Soul,Beyonce
2022-07-02,The Kind Of Love We Make,Luke Combs
2022-07-02,Calling My Name,Drake
2022-07-02,A Keeper,Drake
2022-07-02,Currents,Drake
2022-07-02,Flight's Booked,Drake
2022-07-02,Overdrive,Drake
2022-07-02,Liability,Drake
2022-07-02,U-Digg,"Lil Baby, 42 Dugg & Veeze"
2022-07-02,Down Hill,Drake
2022-07-02,Tie That Binds,Drake
2022-07-02,Wild As Her,Corey Kent
2022-07-09,Left And Right,Charlie Puth Featuring Jung Kook
2022-07-09,Carolina,Taylor Swift
2022-07-09,Late To Da Party (F*CK BET),Lil Nas X & Youngboy Never Broke Again
2022-07-09,From The D 2 The LBC,Eminem & Snoop Dogg
2022-07-09,Call Me Everyday,Chris Brown Featuring WizKid
2022-07-09,Psychic,Chris Brown Featuring Jack Harlow
2022-07-09,WE (Warm Embrace),Chris Brown
2022-07-09,Burglars & Murderers,Lil Durk Featuring EST Gee
2022-07-09,Addicted,Chris Brown Featuring Lil Baby
2022-07-09,Did Shit To Me,Lil Durk Featuring Doodie Lo
2022-07-09,Possessive,Chris Brown Featuring Lil Wayne & BLEU
2022-07-16,Hot Shit,"Cardi B, Ye & Lil Durk"
2022-07-16,Master Of Puppets,Metallica
2022-07-16,Son Of A Sinner,Jelly Roll
2022-07-16,Good Love,City Girls & Usher
2022-07-16,Wishful Drinking,Ingrid Andress With Sam Hunt
2022-07-16,Country On,Luke Bryan
2022-07-16,More,j-hope
2022-07-16,Numb,Marshmello & Khalid
2022-07-16,Best Thing Since Backroads,Jake Owen
2022-07-16,Unstoppable,Sia
2022-07-16,Rich Minion,Yeat
2022-07-16,Bad Habit,Steve Lacy
2022-07-23,All Mine,Brent Faiyaz
2022-07-23,Loose Change,Brent Faiyaz
2022-07-23,Price Of Fame,Brent Faiyaz
2022-07-23,Betty (Get Money),Yung Gravy
2022-07-23,Rolling Stone,Brent Faiyaz
2022-07-23,Last Last,Burna Boy
2022-07-23,Ghetto Gatsby,Brent Faiyaz Featuring Alicia Keys
2022-07-23,Heal Your Heart (Interlude),Brent Faiyaz
2022-07-23,FYTB,Brent Faiyaz Featuring Joony
2022-07-30,2 Be Loved (Am I Ready),Lizzo
2022-07-30,Truth About You,Mitchell Tenpenny
2022-07-30,Free Mind,Tems
2022-07-30,At The End Of A Bar,Chris Young With Mitchell Tenpenny
2022-07-30,Arson,j-hope
2022-07-30,Pick Me Up,Gabby Barrett
2022-08-06,TV,Billie Eilish
2022-08-06,Pressurelicious,Megan Thee Stallion Featuring Future
2022-08-06,Progress,John Rich
2022-08-06,The 30th,Billie Eilish
2022-08-06,With A Woman You Love,Justin Moore
2022-08-06,Love Lost,Mac Miller
2022-08-06,Vette Motors,YoungBoy Never Broke Again
2022-08-06,Are You Entertained,Russ & Ed Sheeran
2022-08-06,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo
2022-08-13,Cuff It,Beyonce
2022-08-13,Alien Superstar,Beyonce
2022-08-13,Church Girl,Beyonce
2022-08-13,I'm That Girl,Beyonce
2022-08-13,Energy,Beyonce Featuring BEAM
2022-08-13,Cozy,Beyonce
2022-08-13,Plastic Off The Sofa,Beyonce
2022-08-13,Virgo's Groove,Beyonce
2022-08-13,Summer Renaissance,Beyonce
2022-08-13,Never Sleep,"NAV, Travis Scott & Lil Baby"
2022-08-13,Heated,Beyonce
2022-08-13,Thique,Beyonce
2022-08-13,Move,Beyonce Featuring Grace Jones & Tems
2022-08-13,Pure/Honey,Beyonce
2022-08-13,America Has A Problem,Beyonce Featuring Kendrick Lamar
2022-08-13,All Up In Your Mind,Beyonce
2022-08-13,Victoria's Secret,Jax
2022-08-13,Dah Dah DahDah,Nardo Wick
2022-08-20,Staying Alive,DJ Khaled Featuring Drake & Lil Baby
2022-08-20,Bad Decisions,"benny blanco, BTS & Snoop Dogg"
2022-08-20,Umm Hmm,YoungBoy Never Broke Again
2022-08-20,I Know,YoungBoy Never Broke Again
2022-08-20,Home Ain't Home,YoungBoy Never Broke Again Featuring Rod Wave
2022-08-20,Fuck Da Industry,YoungBoy Never Broke Again
2022-08-20,Free Dem 5's,YoungBoy Never Broke Again
2022-08-20,Lost Soul Survivor,YoungBoy Never Broke Again
2022-08-20,Hold Your Own,YoungBoy Never Broke Again
2022-08-20,Top Sound,YoungBoy Never Broke Again
2022-08-20,Kamikaze,YoungBoy Never Broke Again
2022-08-20,My Time,YoungBoy Never Broke Again
2022-08-20,Big 14,"Trippie Redd, Moneybagg Yo & Offset"
2022-08-20,Despecha,Rosalia
2022-08-20,7 Days,YoungBoy Never Broke Again
2022-08-27,Super Freaky Girl,Nicki Minaj
2022-08-27,Alone,Rod Wave
2022-08-27,Yungen,Rod Wave Featuring Jack Harlow
2022-08-27,Never Get Over Me,Rod Wave
2022-08-27,Sweet Little Lies,Rod Wave
2022-08-27,Forever,Rod Wave
2022-08-27,Her,Megan Thee Stallion
2022-08-27,Stone Rolling,Rod Wave
2022-08-27,No Deal,Rod Wave
2022-08-27,I Know It,Rod Wave
2022-08-27,Ungrateful,Megan Thee Stallion Featuring Key Glock
2022-08-27,Pieces,Rod Wave
2022-08-27,Budget,Megan Thee Stallion Featuring Latto
2022-08-27,Rockstar Heart,Rod Wave
2022-08-27,Time Kills (Love Birds),Rod Wave
2022-08-27,Fading,Rod Wave
2022-08-27,What My World Spins Around,Jordan Davis
2022-09-03,Pink Venom,BLACKPINK
2022-09-03,Where It Ends,Bailey Zimmerman
2022-09-03,54321,Offset
2022-09-03,Don't Come Lookin',Jackson Dean
2022-09-03,Half Of Me,Thomas Rhett Featuring Riley Green
2022-09-03,29,Demi Lovato
2022-09-03,Snap,Rosa Linn
2022-09-03,Soul,Lee Brice
2022-09-03,La Bachata,Manuel Turizo
2022-09-10,Hold Me Closer,Elton John & Britney Spears
2022-09-10,God Did,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy"
2022-09-10,Beautiful,DJ Khaled Featuring Future & SZA
2022-09-10,Big Time,DJ Khaled Featuring Future & Lil Baby
2022-09-10,Beat The Odds,Lil Tjay
2022-09-10,Gatubela,Karol G x Maldy
2022-09-10,Use This Gospel (Remix),DJ Khaled Featuring Kanye West & Eminem
2022-09-10,Juice WRLD Did,DJ Khaled Featuring Juice WRLD
2022-09-10,Keep Going,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch"
2022-09-10,Party,DJ Khaled Featuring Quavo & Takeoff
2022-09-10,Golden Hour,JVKE
2022-09-10,It Ain't Safe,DJ Khaled Featuring Nardo Wick & Kodak Black
2022-09-10,No Secret,DJ Khaled Featuring Drake
2022-09-10,I'm Good (Blue),David Guetta & Bebe Rexha
2022-09-10,Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott
2022-09-10,Wait In The Truck,HARDY Featuring Lainey Wilson
2022-09-17,Detox,Lil Baby
2022-09-17,Talk,Yeat
2022-09-17,Romantic Homicide,d4vd
2022-09-17,Calm Down,Rema & Selena Gomez
2022-09-17,Static,Steve Lacy
2022-09-17,Billie Eilish.,Armani White
2022-09-17,Sin Fin,Romeo Santos & Justin Timberlake
2022-09-24,Thank God,Kane Brown With Katelyn Brown
2022-09-24,Under The Influence,Chris Brown
2022-09-24,Put It On Me,YoungBoy Never Broke Again
2022-09-24,Freestyle,Lil Baby
2022-09-24,Flawless,Yeat Featuring Lil Uzi Vert
2022-09-24,Mary On A Cross,Ghost
2022-09-24,Purge Me,YoungBoy Never Broke Again
2022-09-24,"Burn, Burn, Burn",Zach Bryan
2022-10-01,Shut Down,BLACKPINK
2022-10-01,Evergreen,Omar Apollo
2022-10-01,Hell Yeah,Little Big Town
2022-10-01,Love In The Way,BLEU & Nicki Minaj
2022-10-01,Dark Red,Steve Lacy
2022-10-01,Backstage Passes,EST Gee Featuring Jack Harlow
2022-10-08,Unholy,Sam Smith & Kim Petras
2022-10-08,Tomorrow 2,GloRilla & Cardi B
2022-10-08,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X
2022-10-08,Out In The Middle,Zac Brown Band
2022-10-08,Blow,Moneybagg Yo
2022-10-08,World's Smallest Violin,AJR
2022-10-08,Oklahoma Smokeshow,Zach Bryan
2022-10-08,No Se Va,Grupo Frontera
2022-10-08,Down Home,Jimmie Allen
2022-10-15,Toxic,YG
2022-10-15,Tennessee Orange,Megan Moroney
2022-10-15,Gotta Move On,Diddy & Bryson Tiller
2022-10-15,Forget Me,Lewis Capaldi
2022-10-15,What He Didn't Do,Carly Pearce
2022-10-22,Poland,Lil Yachty
2022-10-22,Heyy,Lil Baby
2022-10-22,To The Bone,"Quavo, Takeoff & YoungBoy Never Broke Again"
2022-10-22,Lokera,"Rauw Alejandro, Lyanno & Brray"
2022-10-22,Walk,Kodak Black
2022-10-29,California Breeze,Lil Baby
2022-10-29,Forever,Lil Baby Featuring Fridayy
2022-10-29,Real Spill,Lil Baby
2022-10-29,Pop Out,Lil Baby & Nardo Wick
2022-10-29,Never Hating,Lil Baby & Young Thug
2022-10-29,Stand On It,Lil Baby
2022-10-29,Not Finished,Lil Baby
2022-10-29,Perfect Timing,Lil Baby
2022-10-29,From Now On,Lil Baby Featuring Future
2022-10-29,Waterfall Flow,Lil Baby
2022-10-29,Everything,Lil Baby
2022-10-29,Bye Bye,Marshmello & Juice WRLD
2022-10-29,Double Down,Lil Baby
2022-10-29,Cost To Be Alive,Lil Baby & Rylo Rodriguez
2022-10-29,Shiest Talk,Lil Baby Featuring Pooh Shiesty
2022-10-29,Edging,blink-182
2022-10-29,Top Priority,Lil Baby
2022-10-29,Back And Forth,Lil Baby & EST Gee
2022-10-29,Danger,Lil Baby
2022-10-29,Russian Roulette,Lil Baby
2022-10-29,FR,Lil Baby
2022-10-29,No Fly Zone,Lil Baby
2022-10-29,Stop Playin,Lil Baby Featuring Jeremih
2022-10-29,Just Wanna Rock,Lil Uzi Vert
2022-11-05,Anti-Hero,Taylor Swift
2022-11-05,Lavender Haze,Taylor Swift
2022-11-05,Maroon,Taylor Swift
2022-11-05,Snow On The Beach,Taylor Swift Featuring Lana Del Rey
2022-11-05,Midnight Rain,Taylor Swift
2022-11-05,Bejeweled,Taylor Swift
2022-11-05,Question...?,Taylor Swift
2022-11-05,"You're On Your Own, Kid",Taylor Swift
2022-11-05,Karma,Taylor Swift Featuring Ice Spice
2022-11-05,Vigilante Shit,Taylor Swift
2022-11-05,Mastermind,Taylor Swift
2022-11-05,Labyrinth,Taylor Swift
2022-11-05,Sweet Nothing,Taylor Swift
2022-11-05,"Would've, Could've, Should've",Taylor Swift
2022-11-05,Bigger Than The Whole Sky,Taylor Swift
2022-11-05,The Great War,Taylor Swift
2022-11-05,Paris,Taylor Swift
2022-11-05,High Infidelity,Taylor Swift
2022-11-05,Glitch,Taylor Swift
2022-11-05,Dear Reader,Taylor Swift
2022-11-05,Monotonia,Shakira + Ozuna
2022-11-05,Made You Look,Meghan Trainor
2022-11-05,Miss You,Oliver Tree & Robin Schulz
2022-11-12,Lift Me Up,Rihanna
2022-11-12,Shirt,SZA
2022-11-12,In My Head,Juice WRLD
2022-11-12,The Astronaut,JIN
2022-11-12,Ain't Safe,Trippie Redd & Don Toliver
2022-11-12,300 Blackout,Kodak Black
2022-11-19,Rich Flex,Drake & 21 Savage
2022-11-19,Major Distribution,Drake & 21 Savage
2022-11-19,On BS,Drake & 21 Savage
2022-11-19,Spin Bout U,Drake & 21 Savage
2022-11-19,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott
2022-11-19,Privileged Rappers,Drake & 21 Savage
2022-11-19,Circo Loco,Drake & 21 Savage
2022-11-19,BackOutsideBoyz,Drake
2022-11-19,Hours In Silence,Drake & 21 Savage
2022-11-19,Broke Boys,Drake & 21 Savage
2022-11-19,Treacherous Twins,Drake & 21 Savage
2022-11-19,Middle Of The Ocean,Drake
2022-11-19,Jumbotron Shit Poppin,Drake
2022-11-19,More M's,Drake & 21 Savage
2022-11-19,I Guess It's Fuck Me,Drake
2022-11-19,3AM On Glenwood,21 Savage
2022-11-19,Die For You,Joji
2022-11-19,My Mind & Me,Selena Gomez
2022-11-26,Heart Like A Truck,Lainey Wilson
2022-11-26,Break My Heart,Rod Wave
2022-11-26,"Going, Going, Gone",Luke Combs
2022-12-03,Down In Atlanta,Pharrell Williams & Travis Scott
2022-12-03,Got It Right,Rod Wave
2022-12-10,Last Christmas,Lauren Spencer Smith
2022-12-10,Someday At Christmas,Lizzo
2022-12-17,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2022-12-17,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2022-12-17,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2022-12-17,Umbrella,"Metro Boomin, 21 Savage & Young Nudy"
2022-12-17,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage"
2022-12-17,Raindrops (Insane),Metro Boomin & Travis Scott
2022-12-17,One Thing At A Time,Morgan Wallen
2022-12-17,Trance,"Metro Boomin, Travis Scott & Young Thug"
2022-12-17,Metro Spider,Metro Boomin & Young Thug
2022-12-17,On Time,Metro Boomin & John Legend
2022-12-17,Tennessee Fan,Morgan Wallen
2022-12-17,Walk Em Down (Don't Kill Civilians),Metro Boomin & 21 Savage Featuring Mustafa
2022-12-17,Around Me,Metro Boomin Featuring Don Toliver
2022-12-17,I Can't Save You (Interlude),Metro Boomin & Future Featuring Don Toliver
2022-12-17,Days That End In Why,Morgan Wallen
2022-12-17,Feel The Fiyaaaah,Metro Boomin & A$AP Rocky Featuring Takeoff
2022-12-17,All The Money (Bonus),Metro Boomin & Gunna
2022-12-17,La Jumpa,Arcangel & Bad Bunny
2022-12-17,Lock On Me,"Metro Boomin, Travis Scott & Future"
2022-12-17,Wild Flower,RM With Youjeen
2022-12-17,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande
2022-12-17,Blue Christmas,Kane Brown
2022-12-17,Escapism,RAYE Featuring 070 Shake
2022-12-24,Kill Bill,SZA
2022-12-24,Nobody Gets Me,SZA
2022-12-24,Blind,SZA
2022-12-24,Low,SZA
2022-12-24,Love Language,SZA
2022-12-24,Seek & Destroy,SZA
2022-12-24,Snooze,SZA
2022-12-24,Used,SZA Featuring Don Toliver
2022-12-24,SOS,SZA
2022-12-24,Special,SZA
2022-12-24,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2022-12-24,Gone Girl,SZA
2022-12-24,Notice Me,SZA
2022-12-24,Smoking On My Ex Pack,SZA
2022-12-24,Open Arms,SZA Featuring Travis Scott
2022-12-24,F2F,SZA
2022-12-24,Conceited,SZA
2022-12-24,Far,SZA
2022-12-24,Too Late,SZA
2022-12-24,Forgiveless,SZA Featuring Ol' Dirty Bastard
2022-12-24,Water (Drowning Pt. 2),A Boogie Wit da Hoodie Featuring Kodak Black
2022-12-31,Face 2 Face,Juice WRLD
2022-12-31,Kid On Christmas,Pentatonix Featuring Meghan Trainor
2023-01-01,Gato de Noche,Nengo Flow & Bad Bunny
2023-01-01,Que Vuelvas,Carin Leon X Grupo Frontera
2023-01-01,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-01-08,Bloody Mary,Lady Gaga
2023-01-08,Handle On You,Parker McCollum
2023-01-08,The Color Violet,Tory Lanez
2023-01-08,Here With Me,d4vd
2023-01-08,Shut Up My Moms Calling,Hotel Ugly
2023-01-08,Players,Coi Leray
2023-01-15,Black,YoungBoy Never Broke Again
2023-01-15,Ditto,NewJeans
2023-01-15,That's What Tequila Does,Jason Aldean
2023-01-15,You Didn't,Brett Young
2023-01-22,Flowers,Miley Cyrus
2023-01-22,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
